id,place_of_worship,grave_yard,school,post_office,childcare,university,courthouse,fire_station,library,police,public_building,cinema,toilets,bar,college,restaurant,fountain,fast_food,cafe,ice_cream,dentist,recycling,dojo,pharmacy,atm,clock,parking_entrance,bicycle_parking,car_rental,pub,veterinary,post_box,fuel,clinic,bench,bank,parking,social_facility,marketplace,sanitary_dump_station,telephone,nightclub,drinking_water,shower,bicycle_rental,charging_station,loading_dock,theatre,shelter,community_centre,car_wash,bicycle_repair_station,compressed_air,letter_box,bbq,doctors,planetarium,training,animal_boarding,internet_cafe,prep_school,gambling,driving_school,events_venue,waste_basket,parking_space,waste_disposal,weighbridge,public_bookcase,vending_machine,hospital,stage,ranger_station,animal_shelter,exhibition_centre,arts_centre,kindergarten,bus_station,townhall,prison,studio,payment_centre,house,bunker,office,commercial,residential,public,roof,dormitory,chapel,greenhouse,apartments,garage,shed,retail,static_caravan,church,terrace,service,industrial,pavilion,commercial;yes,stadium,hotel,cabin,warehouse,sports_centre,detached,boathouse,barn,riding_hall,construction,ship,ruins,ohca
872af6361ffffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,0,0,2,33,0,0,0,0,0,69,99,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
872af6362ffffff,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,0,0,4,5,0,0,0,0,0,0,51,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
872af6363ffffff,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1153,0,0,45,8,0,1,0,0,0,68,88,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
872af6364ffffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,14,0,0,0,0,0,142,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
872af6365ffffff,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,515,0,0,1,31,0,0,0,0,0,284,79,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
872af6366ffffff,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872af6368ffffff,5,0,1,0,0,0,0,1,0,1,1,0,0,0,0,4,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,586,0,0,147,97,0,0,0,0,0,560,64,67,0,277,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
872af6369ffffff,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214,0,0,14,21,0,0,0,0,0,58,44,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
872af636affffff,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,11,3,0,0,0,0,2,0,0,0,0,0,1,1,0,7,2,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,164,25,0,3,0,0,0,306,146,87,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
872af636bffffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76,0,0,55,6,0,0,0,0,0,30,24,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
872af636cffffff,5,0,3,1,0,0,0,0,0,0,0,1,3,0,0,21,0,9,3,3,1,0,0,1,0,0,7,0,0,2,0,0,2,0,14,2,103,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,116,44,0,14,0,0,0,258,130,55,1,1,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,1,0,0,39
872af636dffffff,4,0,3,0,0,0,0,1,0,0,0,0,10,4,0,43,1,8,14,3,0,0,0,3,0,0,7,0,0,1,0,0,2,0,0,0,125,0,1,0,0,2,9,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,587,0,0,163,29,0,3,0,0,0,236,107,55,2,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,56
872af636effffff,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,13,1,4,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,738,0,0,57,23,0,0,0,0,0,87,189,100,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
872af6370ffffff,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,0,0,36,15,1,0,0,0,0,264,72,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25
872af6371ffffff,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,13,0,0,0,0,0,0,45,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
872af6372ffffff,3,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,0,0,36,28,0,0,0,0,0,290,99,85,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
872af6373ffffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,11,0,0,0,0,0,1,57,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
872af6375ffffff,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1269,0,0,38,24,0,0,0,0,0,143,89,104,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20
872af6acaffffff,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
872af6ad9ffffff,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
872af6adbffffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
